label,N,P,K,temperature,humidity,rainfall,ph
Maize,100.768,43.478,34.415,24.703,69.124,745.784,6.936
Sugarcane,88.033,43.596,88.587,23.758,78.486,1579.18,6.517
Wheat,76.118,29.068,29.962,19.539,59.797,546.083,6.991
Wheat,77.021,30.54,31.386,18.193,53.781,551.209,6.821
Potato,99.831,69.181,103.584,21.458,66.539,642.811,5.737
Potato,80.0,60.0,120.0,15.0,75.0,750.0,5.0
Wheat,90.47,27.608,29.207,16.161,58.303,608.636,6.31
Potato,103.991,73.648,91.063,20.729,57.945,617.612,6.113
Cotton,120.0,60.0,40.0,21.0,65.0,1200.0,7.5
Maize,102.732,47.906,34.491,24.718,65.378,645.329,6.443
Tomato,95.922,69.858,80.867,22.302,71.767,585.273,6.34
Sugarcane,94.702,43.793,92.471,23.937,75.567,1885.793,6.632
Sugarcane,110.657,37.003,85.844,21.488,83.181,1367.498,7.359
Sugarcane,107.299,43.125,70.373,24.477,79.379,1811.963,6.434
Wheat,83.443,28.695,27.328,16.83,53.206,513.363,6.787
Soybean,33.061,52.188,60.652,22.956,64.703,688.853,6.63
Wheat,78.818,29.912,33.575,20.145,59.433,423.971,6.813
Rice,105.804,34.931,71.962,27.191,82.226,1919.09,6.256
Maize,80.0,60.0,60.0,21.0,75.0,1000.0,5.5
Potato,101.617,71.965,96.818,22.078,66.479,571.368,5.723
Sugarcane,80.0,60.0,100.0,27.0,88.0,1200.0,7.5
Tomato,111.411,62.719,91.988,26.473,70.309,590.674,6.45
Wheat,82.532,32.467,28.169,17.553,56.791,479.775,6.554
Potato,94.796,70.3,100.404,20.723,61.508,651.509,5.289
Rice,80.0,40.0,80.0,20.0,75.0,2250.0,7.0
Tomato,91.898,69.434,73.753,22.538,61.467,578.0,6.744
Soybean,28.704,54.518,57.155,26.189,65.115,754.7,6.532
Potato,97.956,71.373,95.859,21.85,59.634,659.031,5.754
Wheat,85.019,33.573,32.028,18.954,58.665,554.64,6.844
Maize,100.068,45.001,41.731,26.092,66.121,551.829,6.609
Cotton,95.786,50.903,32.238,24.217,52.063,853.644,6.636
Cotton,100.801,55.261,31.846,23.154,60.098,764.488,6.816
Sugarcane,100.527,42.413,73.084,24.013,80.441,1742.108,7.16
Rice,90.353,25.591,53.352,25.666,80.236,1827.73,6.433
Maize,107.095,40.108,58.763,24.375,66.269,793.758,7.126
Maize,96.926,42.834,42.185,24.584,61.975,753.04,5.823
Potato,104.73,73.02,105.1,21.647,71.012,641.244,6.025
Tomato,80.0,60.0,60.0,28.0,60.0,750.0,6.0
Cotton,80.527,53.482,28.86,23.134,53.038,858.519,7.074
Sugarcane,97.37,45.45,88.265,24.677,74.133,1831.403,6.778
Sugarcane,95.358,54.411,81.685,23.206,78.201,1600.062,6.674
Potato,80.0,80.0,120.0,25.0,75.0,500.0,6.5
Potato,92.813,67.236,109.831,19.375,71.309,566.346,5.479
Sugarcane,91.986,43.88,86.21,22.741,75.787,1712.838,7.283
Wheat,60.0,20.0,20.0,25.0,45.0,375.0,7.5
Potato,99.802,67.863,109.195,22.734,64.669,673.794,6.163
Sugarcane,85.91,49.271,90.39,23.836,82.898,1720.755,7.15
Potato,90.128,72.072,107.889,17.964,68.319,663.782,5.585
Potato,95.583,67.279,92.275,21.37,69.004,614.393,5.746
Wheat,77.272,25.324,35.316,18.354,61.359,568.479,6.55
Soybean,32.644,50.687,61.015,28.25,63.725,700.67,6.517
Tomato,91.8,72.224,78.689,23.087,71.854,547.609,6.714
Sugarcane,88.195,52.871,80.904,24.61,81.175,1601.09,6.521
Rice,95.521,34.925,56.383,25.77,77.822,2107.79,6.201
Tomato,99.293,65.346,71.289,23.284,71.831,538.911,6.446
Soybean,32.371,41.911,73.927,27.65,65.724,569.025,6.702
Rice,99.399,26.992,57.967,27.049,80.485,1700.791,6.314
Maize,80.0,60.0,60.0,27.0,55.0,1000.0,5.5
Potato,114.652,66.534,96.023,20.859,68.896,534.83,5.772
Tomato,92.21,66.273,90.971,23.099,70.691,541.193,6.4
Maize,100.129,52.002,40.045,23.231,64.177,637.98,6.635
Cotton,92.791,51.926,32.203,22.706,54.011,1085.606,6.505
Tomato,109.454,70.152,87.275,21.858,74.689,636.401,6.572
Wheat,73.564,24.463,32.731,17.472,52.21,462.365,6.856
Potato,105.989,72.622,93.171,21.387,71.195,623.891,6.125
Maize,98.529,46.506,46.553,21.375,62.227,763.258,6.467
Potato,111.487,67.046,100.262,21.817,65.385,552.196,5.861
Wheat,80.251,31.277,35.727,20.204,59.049,484.514,6.619
Cotton,104.328,48.874,23.763,23.937,50.837,1066.038,6.605
Cotton,96.274,56.515,36.326,23.549,52.753,735.964,6.77
Potato,102.898,75.32,98.753,21.739,62.201,640.515,5.128
Cotton,106.949,52.068,38.034,23.412,56.327,856.188,6.989
Maize,101.603,42.499,30.08,25.086,60.641,816.412,6.266
Rice,101.222,25.918,50.879,27.752,86.809,1852.56,5.872
Maize,105.138,51.338,34.285,23.991,59.249,645.099,6.849
Cotton,120.0,40.0,20.0,27.0,45.0,1200.0,6.0
Cotton,103.341,47.888,30.588,22.662,54.567,647.207,6.358
Sugarcane,100.028,47.315,68.485,22.257,82.92,1627.154,6.378
Maize,114.946,33.796,37.411,23.996,62.396,824.985,6.771
Maize,101.514,53.0,42.816,24.726,68.898,652.527,6.752
Maize,106.234,49.556,39.328,25.387,65.762,802.698,6.594
Maize,120.0,60.0,20.0,21.0,55.0,1000.0,5.5
Rice,98.224,28.061,49.66,25.755,81.375,1740.533,5.815
Tomato,101.15,70.045,78.439,24.713,66.329,581.62,6.329
Cotton,105.149,48.145,35.116,25.316,57.258,815.704,6.495
Soybean,31.867,51.509,61.946,24.213,63.994,693.616,6.471
Tomato,80.0,60.0,100.0,28.0,80.0,500.0,7.0
Tomato,92.421,74.363,81.244,21.884,69.444,603.04,6.719
Rice,80.0,40.0,40.0,30.0,75.0,1500.0,7.0
Tomato,91.908,70.031,88.016,21.996,68.411,615.999,6.595
Tomato,101.151,67.52,84.091,19.869,72.589,624.034,6.419
Tomato,120.0,80.0,60.0,28.0,60.0,750.0,6.0
Soybean,29.049,50.877,71.32,24.162,67.16,608.967,6.156
Cotton,108.903,49.147,28.697,23.871,51.738,882.499,6.471
Wheat,71.31,32.045,25.545,19.58,55.297,482.995,6.964
Tomato,98.384,68.415,86.372,24.121,72.141,689.225,6.439
Tomato,98.104,71.339,85.507,22.073,69.802,673.413,6.316
Sugarcane,105.697,50.451,80.449,22.805,78.113,1472.767,6.769
Sugarcane,80.0,30.0,60.0,27.0,70.0,1200.0,7.5
Rice,120.0,20.0,80.0,30.0,75.0,2250.0,7.0
Tomato,80.0,60.0,100.0,28.0,80.0,500.0,6.0
Rice,80.0,40.0,40.0,30.0,75.0,1500.0,5.0
Potato,99.627,71.5,92.342,20.938,62.597,596.425,5.971
Wheat,79.142,26.648,37.819,20.795,55.91,566.222,6.255
Wheat,60.0,20.0,40.0,25.0,65.0,650.0,6.0
Sugarcane,98.087,56.174,76.591,22.988,78.501,1681.41,6.548
Wheat,60.0,20.0,40.0,12.0,45.0,650.0,6.0
Cotton,94.559,50.901,29.222,23.759,53.292,992.498,6.812
Cotton,91.015,50.858,30.187,23.692,58.64,843.29,6.832
Potato,89.489,69.641,90.567,19.403,70.388,670.552,5.916
Cotton,104.803,40.407,32.229,22.13,53.25,768.698,6.696
Maize,98.285,45.044,45.918,25.122,63.855,752.848,6.6
Sugarcane,108.604,43.069,73.266,24.479,80.524,1767.066,6.819
Maize,97.422,44.913,39.735,24.175,57.142,906.74,6.451
Cotton,108.776,49.374,26.589,23.983,56.162,868.448,6.609
Potato,107.4,69.444,107.736,20.343,64.705,631.593,5.427
Tomato,108.265,69.869,80.878,22.542,68.258,602.204,6.545
Wheat,71.009,29.233,27.477,18.945,50.328,549.764,6.779
Soybean,27.734,54.752,62.501,23.806,64.095,684.975,6.489
Maize,95.362,39.981,44.85,24.171,60.365,734.271,6.002
Wheat,85.995,31.86,29.463,16.197,54.533,467.802,6.872
Soybean,32.054,55.469,61.817,26.309,66.906,817.357,6.562
Sugarcane,102.723,42.757,90.209,22.891,79.948,1853.703,6.672
Tomato,105.27,74.966,76.289,23.923,71.441,625.337,6.246
Soybean,40.0,40.0,40.0,20.0,75.0,450.0,7.0
Cotton,105.056,48.819,34.264,24.0,55.427,746.217,6.911
Wheat,100.0,40.0,40.0,25.0,45.0,650.0,7.5
Rice,91.768,34.808,56.662,22.242,79.887,1747.369,6.017
Sugarcane,99.353,47.066,77.298,23.81,78.444,1669.426,6.64
Wheat,78.34,26.234,27.839,22.309,55.243,466.561,6.671
Potato,95.543,64.521,86.589,18.891,64.482,603.5,5.579
Tomato,120.0,60.0,60.0,18.0,80.0,500.0,6.0
Sugarcane,120.0,30.0,60.0,27.0,70.0,2250.0,6.0
Soybean,28.779,44.438,50.777,24.23,71.714,676.281,6.397
Wheat,100.0,20.0,40.0,25.0,65.0,650.0,6.0
Rice,96.282,32.686,64.516,23.409,84.935,1962.321,6.034
Wheat,60.0,40.0,40.0,25.0,65.0,375.0,7.5
Potato,96.644,72.194,99.293,20.673,66.692,639.48,5.889
Potato,109.424,73.207,94.088,18.739,57.045,651.396,6.027
Potato,87.108,67.426,99.254,18.807,63.05,731.614,5.687
Wheat,73.429,32.235,28.224,18.536,59.723,549.51,6.949
Maize,120.0,60.0,20.0,27.0,55.0,1000.0,7.5
Rice,120.0,40.0,80.0,20.0,90.0,2250.0,5.0
Wheat,81.125,31.263,30.814,17.927,55.954,558.426,6.726
Tomato,100.772,67.892,88.423,25.536,74.6,607.995,6.341
Wheat,71.137,31.899,33.438,18.096,54.542,531.679,6.836
Tomato,120.0,60.0,100.0,28.0,60.0,500.0,6.0
Rice,120.0,40.0,40.0,30.0,75.0,2250.0,7.0
Cotton,80.0,60.0,20.0,21.0,45.0,1200.0,7.5
Tomato,105.548,69.15,89.155,24.247,69.111,618.087,6.555
Tomato,120.0,60.0,60.0,28.0,80.0,500.0,7.0
Tomato,110.203,68.407,82.609,23.69,67.968,591.341,6.441
Wheat,89.955,36.069,29.172,19.451,50.894,541.085,6.625
Cotton,89.537,43.257,30.233,24.298,51.061,1004.603,6.788
Cotton,103.065,50.173,34.48,23.178,48.17,981.033,6.616
Rice,96.585,27.287,64.107,26.882,82.215,1769.98,5.725
Potato,99.281,64.784,97.814,20.245,61.694,652.287,5.971
Tomato,104.237,72.282,77.546,23.489,70.627,650.101,6.601
Potato,103.461,69.046,108.445,20.468,66.266,564.901,5.765
Potato,96.744,76.352,115.721,20.542,65.761,637.285,5.75
Rice,102.42,32.325,75.183,26.618,78.549,1930.833,6.38
Soybean,28.311,49.825,56.707,24.549,62.646,566.295,6.411
Wheat,76.861,28.533,36.584,15.194,56.276,466.905,6.977
Maize,110.402,43.498,46.392,25.232,64.787,732.44,6.39
Tomato,99.333,74.899,80.2,20.941,66.014,630.801,6.312
Tomato,93.867,71.916,79.241,21.428,71.284,622.25,6.395
Potato,102.573,67.667,96.398,19.831,60.036,539.314,5.98
Wheat,60.0,20.0,40.0,25.0,65.0,375.0,7.5
Wheat,78.555,31.92,35.58,19.44,56.515,514.856,6.668
Soybean,29.804,49.545,55.818,21.067,65.235,621.76,6.321
Maize,100.601,40.069,39.629,24.005,68.801,850.619,6.39
Cotton,89.708,44.582,30.643,22.886,54.976,913.843,6.796
Soybean,20.0,40.0,80.0,30.0,55.0,900.0,6.0
Maize,105.569,50.931,41.406,23.824,66.334,511.54,6.601
Rice,108.219,20.74,57.683,23.033,84.511,1790.611,6.135
Cotton,98.368,48.708,27.674,24.248,56.478,943.283,6.506
Cotton,108.909,51.53,28.312,25.04,56.552,1160.337,6.828
Wheat,84.664,26.821,31.235,17.37,54.119,477.808,6.71
Soybean,30.069,44.659,75.29,24.567,65.219,628.032,6.455
Soybean,37.406,50.213,56.218,28.118,63.974,554.612,6.377
Rice,80.0,40.0,40.0,30.0,75.0,1500.0,5.0
Soybean,28.464,51.534,64.415,26.328,64.995,703.767,6.472
Wheat,81.879,25.731,34.109,16.429,55.247,473.185,6.613
Soybean,32.186,51.357,70.312,27.02,71.521,716.937,6.591
Wheat,73.54,27.67,34.185,17.264,54.373,466.115,6.958
Cotton,80.0,40.0,40.0,27.0,65.0,600.0,6.0
Tomato,120.0,80.0,100.0,18.0,80.0,500.0,7.0
Cotton,91.683,47.301,31.308,24.344,52.332,678.924,6.855
Maize,102.505,49.329,44.756,24.589,64.672,770.412,6.855
Tomato,120.0,80.0,100.0,28.0,60.0,500.0,6.0
Wheat,91.665,33.765,23.374,15.218,52.18,439.489,6.761
Maize,89.458,48.521,52.939,24.721,69.873,679.491,6.579
Maize,94.221,51.18,42.076,24.367,69.527,846.362,6.755
Potato,103.425,76.377,104.459,19.492,62.338,634.954,5.742
Maize,80.0,30.0,60.0,21.0,55.0,1000.0,5.5
Rice,114.19,27.262,65.59,23.495,84.829,1923.119,5.948
Wheat,80.918,31.506,29.019,17.975,60.691,636.733,6.449
Rice,102.187,35.758,49.774,26.44,81.679,1867.334,5.649
Soybean,30.962,52.033,57.238,24.903,57.739,703.217,6.516
Tomato,80.0,60.0,100.0,28.0,80.0,750.0,7.0
Potato,98.353,76.155,103.852,19.682,62.714,680.271,5.802
Wheat,85.618,26.967,33.03,18.043,53.534,586.253,6.892
Maize,99.081,45.375,46.928,22.813,64.213,765.726,6.265
Maize,99.599,45.063,44.379,23.273,65.134,723.978,5.971
Tomato,95.111,68.197,82.299,23.989,72.562,621.261,6.588
Soybean,31.851,50.782,59.174,23.83,67.145,666.623,6.417
Maize,120.0,60.0,20.0,21.0,75.0,500.0,5.5
Wheat,100.0,40.0,20.0,25.0,45.0,375.0,6.0
Soybean,32.279,50.696,53.852,24.457,65.515,633.102,6.5
Potato,110.795,64.413,92.007,24.88,68.365,634.352,5.758
Tomato,99.072,70.678,76.616,26.93,70.779,622.424,6.698
Cotton,100.956,47.361,23.905,22.279,53.212,836.631,6.694
Rice,105.642,31.064,68.394,24.842,81.67,2212.998,6.131
Soybean,40.0,40.0,80.0,20.0,55.0,450.0,6.0
Sugarcane,98.549,47.752,77.121,24.085,74.478,1724.907,6.761
Cotton,120.0,40.0,20.0,21.0,65.0,1200.0,7.5
Wheat,87.699,29.895,26.153,21.828,53.78,461.845,6.309
Sugarcane,120.0,30.0,100.0,27.0,88.0,1200.0,7.5
Maize,103.617,60.0,32.05,23.311,66.396,783.103,7.15
Rice,98.314,31.874,51.387,25.588,87.282,1933.272,5.875
Sugarcane,95.325,45.227,79.23,25.393,81.108,1712.676,6.902
Tomato,97.508,69.4,84.83,24.401,66.646,656.764,6.392
Soybean,28.417,46.776,63.72,23.865,66.708,658.894,6.58
Tomato,120.0,80.0,60.0,18.0,80.0,750.0,7.0
Cotton,82.386,45.851,31.55,23.63,53.137,789.677,6.987
Wheat,69.208,27.238,30.958,19.845,56.458,566.386,6.309
Soybean,28.284,47.364,62.522,24.513,60.897,820.389,6.368
Wheat,73.619,29.656,32.986,19.781,55.573,536.743,6.577
Potato,98.589,67.323,90.202,23.656,67.207,596.149,6.173
Soybean,30.905,49.24,58.637,25.152,64.16,691.648,6.419
Wheat,82.055,28.514,23.059,18.653,55.086,520.884,7.277
Wheat,74.004,28.891,37.178,18.707,51.042,520.765,6.412
Soybean,24.197,52.258,73.206,22.304,61.832,731.369,6.492
Soybean,29.193,54.176,45.555,26.95,61.962,694.839,6.387
Rice,99.061,33.553,61.047,24.736,79.911,1665.665,5.838
Rice,104.094,31.994,63.464,23.171,84.252,1705.523,5.735
Cotton,106.913,51.75,27.175,24.995,51.329,778.941,6.432
Cotton,109.405,54.928,26.928,24.582,57.607,1161.491,6.564
Potato,105.106,77.852,105.751,18.925,65.79,645.033,6.108
Tomato,95.707,78.856,70.604,22.025,68.314,710.021,6.28
Tomato,103.365,69.072,82.2,24.239,68.112,578.496,6.564
Rice,100.094,29.283,54.577,24.101,82.058,1886.35,6.202
Rice,102.59,24.134,65.012,25.214,88.467,1737.483,5.966
Cotton,97.686,52.816,28.501,23.809,53.566,759.895,6.587
Tomato,106.73,73.678,77.002,23.354,65.972,587.688,6.521
Wheat,100.0,40.0,20.0,12.0,45.0,375.0,7.5
Potato,93.906,69.858,99.876,19.129,65.803,662.842,6.047
Wheat,80.326,29.082,31.224,17.825,57.893,439.787,6.615
Rice,80.0,20.0,80.0,30.0,90.0,2250.0,7.0
Maize,93.381,44.018,45.514,22.669,59.44,818.643,6.299
Maize,97.264,53.462,35.239,23.32,64.565,784.487,6.353
Cotton,80.0,60.0,20.0,27.0,65.0,600.0,7.5
Rice,80.0,20.0,40.0,30.0,90.0,1500.0,7.0
Potato,120.0,60.0,80.0,25.0,75.0,500.0,5.0
Potato,88.369,68.862,99.279,19.413,66.669,655.003,5.557
Soybean,25.112,46.758,68.223,24.48,65.105,603.34,6.606
Potato,103.163,69.537,92.046,19.265,62.924,613.121,5.923
Maize,99.92,43.425,56.178,23.183,65.993,687.482,7.095
Cotton,97.664,59.41,25.937,23.472,58.005,975.272,6.872
Tomato,100.805,76.581,65.264,23.782,70.021,658.986,6.619
Maize,120.0,60.0,20.0,21.0,55.0,1000.0,5.5
Rice,99.838,31.215,63.707,25.295,83.228,2059.201,6.409
Cotton,107.701,51.387,26.782,23.189,53.55,918.946,6.719
Cotton,107.513,46.65,27.194,25.252,55.253,966.975,6.85
Rice,119.426,31.381,53.403,21.447,83.169,1773.382,5.862
Sugarcane,98.695,46.031,82.57,24.848,80.743,1821.231,6.552
Tomato,91.595,69.789,85.385,20.314,67.597,648.86,6.507
Potato,93.354,70.138,102.287,19.219,69.572,627.405,5.532
Maize,105.286,42.551,27.916,24.268,67.418,797.946,6.641
Sugarcane,96.473,42.268,81.066,23.796,75.564,1481.005,6.887
Wheat,90.218,34.57,32.002,16.558,61.038,496.38,6.683
Potato,89.338,70.736,109.25,20.542,58.651,554.87,5.774
Soybean,33.955,42.658,58.433,27.423,67.377,649.705,6.176
Tomato,120.0,60.0,100.0,28.0,60.0,750.0,6.0
Potato,108.448,72.103,108.767,20.951,65.784,670.551,6.371
Sugarcane,92.688,50.659,78.807,23.853,81.077,1608.172,6.633
Tomato,120.0,60.0,60.0,18.0,60.0,750.0,7.0
Potato,106.884,69.507,93.806,20.559,66.593,676.363,5.58
Maize,98.969,39.056,35.315,23.226,63.532,860.209,6.721
Sugarcane,84.864,55.381,82.057,23.416,80.048,1559.157,6.667
Wheat,77.503,25.395,33.138,18.3,52.166,516.729,6.449
Potato,104.675,68.11,102.508,21.479,66.093,658.297,5.233
Rice,120.0,20.0,40.0,20.0,75.0,1500.0,7.0
Rice,98.97,27.68,58.508,25.404,82.941,1739.451,6.03
Potato,100.062,70.901,94.095,21.648,65.904,660.496,5.668
Soybean,40.0,40.0,80.0,30.0,55.0,450.0,7.0
Maize,97.07,38.281,42.802,24.546,68.635,671.973,6.198
Potato,95.097,71.535,99.957,18.32,64.01,572.324,6.041
Cotton,90.081,50.543,28.457,26.862,55.519,840.361,6.405
Rice,99.39,28.231,74.761,24.247,80.835,1929.251,6.084
Rice,98.023,30.222,55.351,26.649,79.554,1972.794,5.936
Soybean,32.22,53.407,59.595,26.269,62.792,693.415,6.667
Wheat,74.872,33.368,28.601,16.128,54.856,517.909,6.257
Tomato,102.636,72.295,80.332,27.012,74.76,674.052,6.627
Cotton,120.0,40.0,20.0,21.0,45.0,1200.0,7.5
Maize,96.225,44.115,40.407,24.889,64.669,783.259,6.319
Soybean,29.28,48.749,53.073,24.054,65.45,590.006,6.382
Tomato,95.872,66.988,91.842,24.51,68.597,649.008,6.274
Potato,80.0,80.0,120.0,25.0,55.0,500.0,5.0
Wheat,67.845,32.811,27.038,20.773,65.0,408.313,6.924
Tomato,120.0,80.0,100.0,18.0,60.0,750.0,7.0
Wheat,85.414,26.708,32.261,19.887,52.313,551.406,6.71
Potato,108.093,72.2,104.57,18.265,69.577,574.997,5.465
Cotton,101.24,53.642,34.229,24.816,53.179,949.444,6.875
Cotton,109.154,51.417,23.876,23.471,57.321,837.29,7.155
Sugarcane,93.188,47.457,71.495,25.305,80.266,1580.655,6.951
Potato,94.368,76.054,112.369,19.564,61.807,636.588,5.86
Sugarcane,100.565,51.242,75.298,24.573,78.343,1761.028,6.771
Soybean,35.832,54.597,69.775,24.932,60.702,861.17,6.51
Potato,107.8,68.726,92.937,20.586,70.854,627.891,5.863
Cotton,114.567,48.995,26.514,22.466,60.852,1076.879,6.519
Potato,80.0,60.0,80.0,25.0,75.0,500.0,6.5
Wheat,100.0,40.0,20.0,25.0,45.0,650.0,7.5
Sugarcane,103.362,44.621,84.691,23.73,76.918,1629.994,6.7
Rice,103.837,25.301,67.884,24.46,81.99,1813.543,5.806
Soybean,40.0,60.0,80.0,20.0,75.0,900.0,7.0
Tomato,80.0,60.0,100.0,28.0,60.0,500.0,6.0
Soybean,30.682,43.469,54.799,21.672,62.943,764.799,6.302
Cotton,101.779,47.285,30.651,25.207,56.766,974.825,6.634
Wheat,76.355,31.101,34.132,15.664,54.85,504.677,6.845
Soybean,40.0,60.0,40.0,30.0,55.0,900.0,7.0
Potato,105.041,68.642,97.002,22.09,60.43,710.675,5.597
Tomato,90.279,67.828,81.775,25.11,71.848,516.686,6.607
Soybean,29.16,51.899,55.54,26.555,67.445,706.445,6.329
Tomato,97.258,71.728,74.582,24.265,68.067,660.487,6.51
Soybean,28.512,56.726,61.995,23.118,65.391,751.608,6.076
Rice,92.835,32.922,61.801,25.687,87.149,1933.569,6.219
Rice,80.0,20.0,40.0,30.0,75.0,1500.0,5.0
Potato,93.994,68.346,92.038,19.328,61.253,656.58,5.87
Maize,101.669,45.33,36.904,22.986,60.778,745.96,6.345
Cotton,99.493,49.341,31.933,24.02,56.94,775.44,6.747
Cotton,103.337,54.77,24.568,25.022,46.543,859.971,7.21
Potato,120.0,60.0,80.0,25.0,75.0,500.0,5.0
Soybean,24.702,48.247,62.698,25.143,57.332,632.476,6.67
Rice,89.762,31.299,60.684,24.754,86.471,1797.224,6.687
Sugarcane,96.238,42.165,90.154,22.591,80.456,2027.982,6.921
Sugarcane,102.921,45.467,75.567,24.18,79.51,1539.59,6.833
Potato,80.0,60.0,120.0,15.0,55.0,500.0,6.5
Sugarcane,92.787,38.23,83.465,22.466,78.302,1667.936,6.719
Wheat,60.0,20.0,20.0,25.0,45.0,375.0,7.5
Wheat,88.581,28.217,33.091,21.449,49.523,540.566,6.99
Soybean,34.513,50.695,56.911,26.65,66.178,774.37,6.513
Soybean,37.11,43.651,49.432,27.922,66.58,700.604,6.572
Cotton,100.541,51.715,32.124,24.117,48.409,1027.708,6.853
Rice,113.007,36.923,60.463,25.267,85.191,1769.292,6.111
Rice,89.581,30.763,66.45,25.488,78.528,1859.524,6.247
Maize,80.0,30.0,20.0,27.0,55.0,500.0,5.5
Cotton,116.41,47.392,24.122,24.007,54.082,965.366,7.019
Rice,99.996,30.132,66.405,21.745,77.565,1909.225,5.998
Potato,80.0,80.0,120.0,15.0,75.0,750.0,6.5
Soybean,40.0,60.0,40.0,20.0,75.0,900.0,7.0
Cotton,107.63,47.483,24.31,24.323,48.188,869.89,7.047
Cotton,96.084,48.407,26.372,23.076,53.577,656.865,6.692
Rice,105.72,29.362,51.495,23.111,80.201,1937.145,6.047
Tomato,113.137,67.671,85.759,22.2,70.184,675.612,6.442
Potato,80.0,80.0,120.0,25.0,75.0,750.0,6.5
Tomato,101.339,70.37,91.195,21.959,74.271,594.416,6.685
Maize,89.212,57.232,29.367,22.952,61.531,625.278,6.951
Sugarcane,80.0,60.0,100.0,27.0,70.0,1200.0,6.0
Rice,98.038,28.479,62.918,26.018,81.414,1973.799,6.327
Cotton,99.707,54.164,31.692,23.872,57.626,979.406,6.868
Tomato,98.55,74.965,84.327,21.193,69.024,619.638,6.341
Potato,95.052,69.522,111.387,17.67,64.068,571.89,5.788
Tomato,113.176,66.81,87.641,23.197,68.6,623.132,6.283
Sugarcane,95.858,48.357,81.267,23.879,84.556,1645.69,7.06
Potato,100.14,73.503,96.133,20.957,65.334,660.7,5.7
Potato,99.275,70.905,98.248,21.428,63.842,601.127,6.203
Wheat,79.913,28.945,29.164,20.65,59.084,481.922,6.583
Soybean,33.919,56.577,53.379,23.769,66.27,631.669,6.373
Rice,112.575,28.178,46.772,27.059,82.533,2013.118,6.092
Sugarcane,98.01,45.665,77.223,25.204,84.63,1978.717,6.212
Sugarcane,120.0,30.0,100.0,27.0,70.0,1200.0,6.0
Potato,112.31,64.509,90.397,18.942,69.408,664.785,5.781
Soybean,40.0,60.0,80.0,30.0,55.0,450.0,6.0
Wheat,83.035,30.723,29.241,18.419,52.603,540.464,6.739
Potato,120.0,60.0,120.0,25.0,75.0,750.0,5.0
Soybean,29.342,45.353,48.523,22.187,63.621,657.599,6.614
Maize,99.113,44.4,49.199,25.21,66.591,893.259,6.371
Soybean,40.0,40.0,80.0,30.0,75.0,900.0,7.0
Soybean,33.502,46.159,59.671,24.04,60.913,669.937,6.789
Rice,105.306,30.202,61.67,22.789,82.442,2125.439,6.275
Sugarcane,120.0,60.0,60.0,27.0,88.0,1200.0,6.0
Potato,101.35,68.045,96.705,20.028,58.427,687.336,6.29
Cotton,120.0,60.0,20.0,21.0,65.0,1200.0,7.5
Potato,103.256,66.717,101.871,21.08,68.904,646.263,5.83
Wheat,84.393,37.337,30.829,17.64,52.961,427.846,6.68
Soybean,32.46,54.506,46.618,27.47,63.185,634.878,6.441
Rice,101.283,33.774,44.371,27.651,83.438,2009.73,5.593
Cotton,120.0,60.0,20.0,21.0,65.0,1200.0,6.0
Wheat,85.257,32.741,33.517,18.805,65.0,560.833,6.831
Soybean,31.291,46.084,57.605,23.929,55.0,648.992,6.35
Rice,120.0,20.0,40.0,30.0,90.0,2250.0,7.0
Maize,97.863,48.937,39.696,23.513,63.96,918.387,5.922
Wheat,75.638,31.13,28.806,17.517,50.546,516.059,6.705
Maize,98.482,48.861,40.679,22.587,60.617,634.903,6.664
Rice,109.694,28.478,67.548,23.926,82.349,1741.005,6.152
Rice,92.987,29.519,51.889,26.404,80.206,2226.196,5.85
Wheat,80.266,29.0,26.239,18.885,53.615,468.842,6.38
Sugarcane,80.0,30.0,60.0,21.0,88.0,2250.0,6.0
Soybean,28.152,48.009,64.594,23.351,63.808,634.123,6.635
Soybean,29.335,47.935,58.015,23.526,67.381,683.312,6.664
Soybean,32.87,50.648,58.305,24.305,66.403,779.777,6.483
Potato,120.0,80.0,80.0,15.0,75.0,750.0,6.5
Cotton,96.991,49.448,33.477,24.795,58.406,622.745,7.183
Sugarcane,117.921,43.134,84.715,24.866,77.508,1868.33,6.968
Soybean,40.0,40.0,80.0,20.0,75.0,450.0,7.0
Tomato,103.086,74.498,84.319,24.145,72.021,567.49,6.354
Sugarcane,88.788,44.453,92.298,22.288,78.928,1715.176,6.822
Wheat,82.381,26.151,27.019,13.712,56.882,456.94,6.783
Rice,99.888,27.157,65.863,26.296,82.665,2015.905,6.156
Wheat,100.0,40.0,20.0,25.0,45.0,650.0,6.0
Sugarcane,102.603,40.887,81.611,23.021,73.767,1974.267,6.85
Cotton,89.756,48.606,25.605,23.652,60.55,762.14,6.679
Potato,105.985,65.718,104.129,21.26,61.199,599.675,6.28
Sugarcane,99.733,45.875,65.765,23.78,79.086,1820.819,7.157
Soybean,34.63,48.839,59.521,25.473,60.657,705.547,6.43
Cotton,102.579,43.739,31.161,22.531,53.722,989.493,6.807
Potato,98.898,75.943,98.063,21.247,63.729,547.422,5.443
Sugarcane,80.0,60.0,100.0,27.0,70.0,2250.0,7.5
Potato,105.854,74.473,94.569,19.55,63.142,600.671,6.019
Wheat,100.0,20.0,20.0,25.0,65.0,375.0,6.0
Wheat,89.111,35.415,30.678,19.744,54.488,536.701,6.828
